Country,Country Code,Continent,Region,Year,Emissions Per Capita,Emissions
Algeria,012,Africa,Northern Africa,2006,2.92459156511447,100919.507
Algeria,012,Africa,Northern Africa,2005,3.15444315482424,107127.738
Algeria,012,Africa,Northern Africa,2004,2.67452294580508,89493.135
Algeria,012,Africa,Northern Africa,2003,2.8037402280647,92533.078
Algeria,012,Africa,Northern Africa,2002,2.78923206804217,90853.592
Algeria,012,Africa,Northern Africa,2001,2.62186033815406,84293.329
Algeria,012,Africa,Northern Africa,2000,2.77214755527437,87930.993
Algeria,012,Africa,Northern Africa,1999,2.94532031367526,92118.707
Algeria,012,Africa,Northern Africa,1998,3.47432043058445,107080.067
Algeria,012,Africa,Northern Africa,1997,2.90636555062295,88195.017
Algeria,012,Africa,Northern Africa,1996,3.25450893155109,97131.496
Algeria,012,Africa,Northern Africa,1995,3.25240188087768,95345.667
Algeria,012,Africa,Northern Africa,1994,3.00843801057075,86500.863
Algeria,012,Africa,Northern Africa,1993,2.92265430669419,82294.814
Algeria,012,Africa,Northern Africa,1992,2.97566728433775,81935.448
Algeria,012,Africa,Northern Africa,1991,3.02005654640649,81220.383
Algeria,012,Africa,Northern Africa,1990,3.00783991193804,78924.841
Andorra,020,Europe,Southern Europe,2011,,491.378
Andorra,020,Europe,Southern Europe,2010,,517.047
Andorra,020,Europe,Southern Europe,2009,,517.047
Andorra,020,Europe,Southern Europe,2008,,539.049
Andorra,020,Europe,Southern Europe,2007,,539.049
Andorra,020,Europe,Southern Europe,2006,,546.383
Andorra,020,Europe,Southern Europe,2005,,575.719
Andorra,020,Europe,Southern Europe,2004,,564.718
Andorra,020,Europe,Southern Europe,2003,,535.382
Andorra,020,Europe,Southern Europe,2002,,531.715
Andorra,020,Europe,Southern Europe,2001,,524.381
Andorra,020,Europe,Southern Europe,2000,,524.381
Andorra,020,Europe,Southern Europe,1999,,513.38
Andorra,020,Europe,Southern Europe,1998,,484.044
Andorra,020,Europe,Southern Europe,1997,,458.375
Andorra,020,Europe,Southern Europe,1996,,425.372
Andorra,020,Europe,Southern Europe,1995,,407.037
Angola,024,Africa,Middle Africa,2011,1.47221568951002,29710.034
Angola,024,Africa,Middle Africa,2010,1.52145114021477,29743.037
Angola,024,Africa,Middle Africa,2009,1.5513399888517,29361.669
Angola,024,Africa,Middle Africa,2008,1.48366362915472,27172.47
Angola,024,Africa,Middle Africa,2007,1.41998548622173,25151.953
Angola,024,Africa,Middle Africa,2006,1.30040253097564,22266.024
Angola,024,Africa,Middle Africa,2005,1.15788035765145,19156.408
Angola,024,Africa,Middle Africa,2004,1.17629781841887,18793.375
Angola,024,Africa,Middle Africa,2003,0.587820498895181,9064.824
Angola,024,Africa,Middle Africa,2002,0.850821552359864,12665.818
Angola,024,Africa,Middle Africa,2001,0.676539905401931,9732.218
Angola,024,Africa,Middle Africa,2000,0.6852123493619,9541.534
Angola,024,Africa,Middle Africa,1999,0.677726241349765,9156.499
Angola,024,Africa,Middle Africa,1998,0.556293635445657,7308.331
Angola,024,Africa,Middle Africa,1997,0.577081314396843,7381.671
Angola,024,Africa,Middle Africa,1996,0.842542028574652,10491.287
Angola,024,Africa,Middle Africa,1995,0.90971042264356,11012.001
Angola,024,Africa,Middle Africa,1994,0.331307491711111,3890.687
Angola,024,Africa,Middle Africa,1993,0.51012261878926,5801.194
Angola,024,Africa,Middle Africa,1992,0.401602489121364,4418.735
Angola,024,Africa,Middle Africa,1991,0.409979247567313,4367.397
Angola,024,Africa,Middle Africa,1990,0.428662944786084,4429.736
Anguilla,660,Americas,Caribbean,2011,,143.013
Anguilla,660,Americas,Caribbean,2010,,150.347
Anguilla,660,Americas,Caribbean,2009,,146.68
Anguilla,660,Americas,Caribbean,2008,,150.347
Anguilla,660,Americas,Caribbean,2007,,150.347
Anguilla,660,Americas,Caribbean,2006,,143.013
Anguilla,660,Americas,Caribbean,2005,,128.345
Anguilla,660,Americas,Caribbean,2004,,121.011
Anguilla,660,Americas,Caribbean,2003,,102.676
Anguilla,660,Americas,Caribbean,2002,,95.342
Anguilla,660,Americas,Caribbean,2001,,95.342
Anguilla,660,Americas,Caribbean,2000,,62.339
Anguilla,660,Americas,Caribbean,1999,,51.338
Anguilla,660,Americas,Caribbean,1998,,47.671
Anguilla,660,Americas,Caribbean,1997,,44.004
Antigua and Barbuda,028,Americas,Caribbean,2011,5.8238043379617,513.38
Antigua and Barbuda,028,Americas,Caribbean,2010,6.01126867125973,524.381
Antigua and Barbuda,028,Americas,Caribbean,2009,5.90629200463499,509.713
Antigua and Barbuda,028,Americas,Caribbean,2008,5.62838463250887,480.377
Antigua and Barbuda,028,Americas,Caribbean,2007,5.56152469874522,469.376
Antigua and Barbuda,028,Americas,Caribbean,2006,5.0962895515593,425.372
Antigua and Barbuda,028,Americas,Caribbean,2005,4.97431114879186,410.704
Antigua and Barbuda,028,Americas,Caribbean,2004,4.98099561908025,407.037
Antigua and Barbuda,028,Americas,Caribbean,2003,4.80448432710373,388.702
Antigua and Barbuda,028,Americas,Caribbean,2002,4.53621142071723,363.033
Antigua and Barbuda,028,Americas,Caribbean,2001,4.36481284505901,344.698
Antigua and Barbuda,028,Americas,Caribbean,2000,4.43923861528951,344.698
Antigua and Barbuda,028,Americas,Caribbean,1999,4.58127852079799,348.365
Antigua and Barbuda,028,Americas,Caribbean,1998,4.49690052017357,333.697
Antigua and Barbuda,028,Americas,Caribbean,1997,4.67056152397829,337.364
Antigua and Barbuda,028,Americas,Caribbean,1996,4.59386433198093,322.696
Antigua and Barbuda,028,Americas,Caribbean,1995,4.72129804386311,322.696
Antigua and Barbuda,028,Americas,Caribbean,1994,4.68362133734034,311.695
Antigua and Barbuda,028,Americas,Caribbean,1993,4.69200530307702,304.361
Antigua and Barbuda,028,Americas,Caribbean,1992,4.56684112620992,289.693
Antigua and Barbuda,028,Americas,Caribbean,1991,4.6416234057553,289.693
Antigua and Barbuda,028,Americas,Caribbean,1990,4.85726747003521,300.694
Argentina,032,Americas,South America,2011,4.66586863064601,190034.941
Argentina,032,Americas,South America,2010,4.43354497661677,179000.938
Argentina,032,Americas,South America,2009,4.51370116476909,180654.755
Argentina,032,Americas,South America,2008,4.82857009851502,191578.748
Argentina,032,Americas,South America,2007,4.56983991170201,179738.005
Argentina,032,Americas,South America,2006,4.46889761484307,174237.505
Argentina,032,Americas,South America,2005,4.16457700342172,160951.964
Argentina,032,Americas,South America,2004,4.07661638080399,156170.196
Argentina,032,Americas,South America,2003,3.50606602599061,133126.768
Argentina,032,Americas,South America,2002,3.27595661635645,123266.205
Argentina,032,Americas,South America,2001,3.55835157983204,132631.723
Argentina,032,Americas,South America,2000,3.82290241621381,141076.824
Argentina,032,Americas,South America,1999,3.98438959606193,145488.225
Argentina,032,Americas,South America,1998,3.8126933467799,137673.848
Argentina,032,Americas,South America,1997,3.77346520717481,134677.909
Argentina,032,Americas,South America,1996,3.66428906249335,129217.746
Argentina,032,Americas,South America,1995,3.51812597120078,122547.473
Argentina,032,Americas,South America,1994,3.5858401714242,123350.546
Argentina,032,Americas,South America,1993,3.49241211053065,118609.115
Argentina,032,Americas,South America,1992,3.62304485963537,121447.373
Argentina,032,Americas,South America,1991,3.53803832564066,117021.304
Argentina,032,Americas,South America,1990,3.45177026584072,112613.57
Armenia,051,Asia,Western Asia,2011,1.67383607951095,4961.451
Armenia,051,Asia,Western Asia,2010,1.42299837759187,4217.05
Armenia,051,Asia,Western Asia,2009,1.4689477028483,4360.063
Armenia,051,Asia,Western Asia,2008,1.86706781018093,5559.172
Armenia,051,Asia,Western Asia,2007,1.69375480370128,5064.127
Armenia,051,Asia,Western Asia,2006,1.45927235272707,4382.065
Armenia,051,Asia,Western Asia,2005,1.44373095511419,4352.729
Armenia,051,Asia,Western Asia,2004,1.20469835922968,3644.998
Armenia,051,Asia,Western Asia,2003,1.12931780692694,3428.645
Armenia,051,Asia,Western Asia,2002,0.998886774606646,3043.61
Armenia,051,Asia,Western Asia,2001,1.15763670113335,3542.322
Armenia,051,Asia,Western Asia,2000,1.12652945387306,3465.315
Armenia,051,Asia,Western Asia,1999,0.988511936699614,3058.278
Armenia,051,Asia,Western Asia,1998,1.09434274410384,3406.643
Armenia,051,Asia,Western Asia,1997,1.04482523874541,3278.298
Armenia,051,Asia,Western Asia,1996,0.821584565571898,2607.237
Armenia,051,Asia,Western Asia,1995,1.08308924156414,3490.984
Armenia,051,Asia,Western Asia,1994,0.901718661995056,2966.603
Armenia,051,Asia,Western Asia,1993,0.859706564999037,2896.93
Armenia,051,Asia,Western Asia,1992,1.17467416263878,4052.035
Aruba,533,Americas,Caribbean,2011,23.9233508613586,2438.555
Aruba,533,Americas,Caribbean,2010,24.182702245145,2456.89
Aruba,533,Americas,Caribbean,2009,24.8762152675068,2522.896
Aruba,533,Americas,Caribbean,2008,24.7496447742343,2508.228
Aruba,533,Americas,Caribbean,2007,25.6134618994458,2592.569
Aruba,533,Americas,Caribbean,2006,24.7667063373996,2497.227
Aruba,533,Americas,Caribbean,2005,24.9645309953914,2497.227
Aruba,533,Americas,Caribbean,2004,24.5105426262381,2420.22
Aruba,533,Americas,Caribbean,2003,24.9090656084111,2416.553
Aruba,533,Americas,Caribbean,2002,24.9755145007632,2372.549
Aruba,533,Americas,Caribbean,2001,25.3824897194652,2357.881
Aruba,533,Americas,Caribbean,2000,25.5476787954831,2321.211
Aruba,533,Americas,Caribbean,1999,19.6525886477012,1749.159
Aruba,533,Americas,Caribbean,1998,19.6215339841423,1712.489
Aruba,533,Americas,Caribbean,1997,21.5006612285979,1837.167
Aruba,533,Americas,Caribbean,1996,21.6418895366308,1800.497
Aruba,533,Americas,Caribbean,1995,22.1866145457262,1782.162
Aruba,533,Americas,Caribbean,1994,22.9964406779661,1763.827
Aruba,533,Americas,Caribbean,1993,24.4304808408508,1771.161
Aruba,533,Americas,Caribbean,1992,25.258151974793,1723.49
Aruba,533,Americas,Caribbean,1991,29.8476084366247,1928.842
Aruba,533,Americas,Caribbean,1990,29.6201647679732,1840.834
Australia,036,Oceania,Australia and New Zealand,2011,16.2282694655922,369039.546
Australia,036,Oceania,Australia and New Zealand,2010,16.4328891157879,368170.467
Australia,036,Oceania,Australia and New Zealand,2009,17.3554454404548,382464.433
Australia,036,Oceania,Australia and New Zealand,2008,17.3802669842752,376197.53
Australia,036,Oceania,Australia and New Zealand,2007,17.1228016733663,363795.736
Australia,036,Oceania,Australia and New Zealand,2006,17.1548943060925,357946.871
Australia,036,Oceania,Australia and New Zealand,2005,17.0689868531031,350268.173
Australia,036,Oceania,Australia and New Zealand,2004,16.9536223814242,342776.492
Australia,036,Oceania,Australia and New Zealand,2003,16.8572913981727,336355.575
Australia,036,Oceania,Australia and New Zealand,2002,17.3166046019136,341390.366
Australia,036,Oceania,Australia and New Zealand,2001,16.6712978127194,324877.865
Australia,036,Oceania,Australia and New Zealand,2000,17.1075082023681,329479.95
Australia,036,Oceania,Australia and New Zealand,1999,17.1005809610311,325380.244
Australia,036,Oceania,Australia and New Zealand,1998,16.8646998874993,316964.479
Australia,036,Oceania,Australia and New Zealand,1997,16.4753282823304,305838.801
Australia,036,Oceania,Australia and New Zealand,1996,16.4807712640527,302241.474
Australia,036,Oceania,Australia and New Zealand,1995,15.5560208503157,281940.962
Australia,036,Oceania,Australia and New Zealand,1994,15.524280057266,278204.289
Australia,036,Oceania,Australia and New Zealand,1993,15.6549170537402,277478.223
Australia,036,Oceania,Australia and New Zealand,1992,15.2932494070821,268068.701
Australia,036,Oceania,Australia and New Zealand,1991,15.10100848337,261574.444
Australia,036,Oceania,Australia and New Zealand,1990,15.4325323543159,263847.984
Austria,040,Europe,Western Europe,2011,7.73197883525102,65202.927
Austria,040,Europe,Western Europe,2010,8.09043012052954,67975.179
Austria,040,Europe,Western Europe,2009,7.58305010767811,63483.104
Austria,040,Europe,Western Europe,2008,8.24161110431162,68752.583
Austria,040,Europe,Western Europe,2007,8.38893682135143,69724.338
Austria,040,Europe,Western Europe,2006,8.7242723644993,72214.231
Austria,040,Europe,Western Europe,2005,9.01593910813046,74278.752
Austria,040,Europe,Western Europe,2004,8.82112999909559,72272.903
Austria,040,Europe,Western Europe,2003,8.85188340623228,72074.885
Austria,040,Europe,Western Europe,2002,8.27723397650264,66977.755
Austria,040,Europe,Western Europe,2001,8.17273996700392,65785.98
Austria,040,Europe,Western Europe,2000,7.75394282630667,62188.653
Austria,040,Europe,Western Europe,1999,7.73208153556457,61917.295
Austria,040,Europe,Western Europe,1998,7.95572309378477,63717.792
Austria,040,Europe,Western Europe,1997,7.82439852440516,62705.7
Austria,040,Europe,Western Europe,1996,7.89408047724252,63226.414
Austria,040,Europe,Western Europe,1995,7.49208740682338,59827.105
Austria,040,Europe,Western Europe,1994,7.19243785606984,57095.19
Austria,040,Europe,Western Europe,1993,7.25773716423828,57135.527
Austria,040,Europe,Western Europe,1992,7.27032457946106,56688.153
Austria,040,Europe,Western Europe,1991,7.97762319164707,61638.603
Austria,040,Europe,Western Europe,1990,7.52571570720786,57722.247
Azerbaijan,031,Asia,Western Asia,2011,3.63574628967647,33457.708
Azerbaijan,031,Asia,Western Asia,2010,3.37318012499123,30678.122
Azerbaijan,031,Asia,Western Asia,2009,3.55018424782885,31902.9
Azerbaijan,031,Asia,Western Asia,2008,3.9992360607272,35503.894
Azerbaijan,031,Asia,Western Asia,2007,3.47879311142992,30509.44
Azerbaijan,031,Asia,Western Asia,2006,4.52016155557192,39167.227
Azerbaijan,031,Asia,Western Asia,2005,4.00983207834087,34337.788
Azerbaijan,031,Asia,Western Asia,2004,3.79083704237397,32089.917
Azerbaijan,031,Asia,Western Asia,2003,3.65772578785446,30615.783
Azerbaijan,031,Asia,Western Asia,2002,3.57675384141198,29614.692
Azerbaijan,031,Asia,Western Asia,2001,3.51065075681841,28771.282
Azerbaijan,031,Asia,Western Asia,2000,3.63504395680474,29508.349
Azerbaijan,031,Asia,Western Asia,1999,3.5508397432584,28576.931
Azerbaijan,031,Asia,Western Asia,1998,3.96714943778289,31675.546
Azerbaijan,031,Asia,Western Asia,1997,3.7629389736731,29809.043
Azerbaijan,031,Asia,Western Asia,1996,4.01291842502165,31510.531
Azerbaijan,031,Asia,Western Asia,1995,4.30839606599367,33479.71
Azerbaijan,031,Asia,Western Asia,1994,5.55989150930121,42672.879
Azerbaijan,031,Asia,Western Asia,1993,6.523607283899,49365.154
Azerbaijan,031,Asia,Western Asia,1992,7.74109009357234,57678.243
Bahamas,044,Americas,Caribbean,2011,5.2052378859556,1906.84
Bahamas,044,Americas,Caribbean,2010,6.83561073847844,2464.224
Bahamas,044,Americas,Caribbean,2009,4.63428229692066,1642.816
Bahamas,044,Americas,Caribbean,2008,3.00021530688408,1045.095
Bahamas,044,Americas,Caribbean,2007,4.52412958377309,1547.474
Bahamas,044,Americas,Caribbean,2006,4.53428261556155,1521.805
Bahamas,044,Americas,Caribbean,2005,4.85831145468689,1598.812
Bahamas,044,Americas,Caribbean,2004,5.34581265508685,1723.49
Bahamas,044,Americas,Caribbean,2003,4.80995741768687,1518.138
Bahamas,044,Americas,Caribbean,2002,5.10230100408039,1576.81
Bahamas,044,Americas,Caribbean,2001,5.17970330522599,1569.476
Bahamas,044,Americas,Caribbean,2000,5.60347462209371,1668.485
Bahamas,044,Americas,Caribbean,1999,5.71090368795196,1675.819
Bahamas,044,Americas,Caribbean,1998,5.79280919958886,1679.486
Bahamas,044,Americas,Caribbean,1997,4.75561365894473,1364.124
Bahamas,044,Americas,Caribbean,1996,5.88161577563294,1668.485
Bahamas,044,Americas,Caribbean,1995,6.01018746652383,1683.153
Bahamas,044,Americas,Caribbean,1994,6.11565513740845,1686.82
Bahamas,044,Americas,Caribbean,1993,6.2761217978274,1701.488
Bahamas,044,Americas,Caribbean,1992,6.73875691946922,1793.163
Bahamas,044,Americas,Caribbean,1991,6.82553944435508,1782.162
Bahamas,044,Americas,Caribbean,1990,7.61043622092706,1950.844
Bahrain,048,Asia,Western Asia,2011,18.131278408124,23439.464
Bahrain,048,Asia,Western Asia,2010,18.5794690107094,23252.447
Bahrain,048,Asia,Western Asia,2009,18.2159148798319,21704.973
Bahrain,048,Asia,Western Asia,2008,21.5149627521643,24011.516
Bahrain,048,Asia,Western Asia,2007,21.3231336568015,22013.001
Bahrain,048,Asia,Western Asia,2006,19.8012778786709,18830.045
Bahrain,048,Asia,Western Asia,2005,21.8385485950515,19207.746
Bahrain,048,Asia,Western Asia,2004,21.340424494671,17509.925
Bahrain,048,Asia,Western Asia,2003,21.3306474384049,16468.497
Bahrain,048,Asia,Western Asia,2002,21.4301001582164,15698.427
Bahrain,048,Asia,Western Asia,2001,19.9317151080002,13927.266
Bahrain,048,Asia,Western Asia,2000,27.8987428150706,18643.028
Bahrain,048,Asia,Western Asia,1999,28.1155757489706,18019.638
Bahrain,048,Asia,Western Asia,1998,29.803352673605,18404.673
Bahrain,048,Asia,Western Asia,1997,28.9910294609977,17319.241
Bahrain,048,Asia,Western Asia,1996,26.9475605359352,15621.42
Bahrain,048,Asia,Western Asia,1995,28.4198517020559,16021.123
Bahrain,048,Asia,Western Asia,1994,29.0798568749203,15969.785
Bahrain,048,Asia,Western Asia,1993,29.3107552392988,15702.094
Bahrain,048,Asia,Western Asia,1992,21.9142727608364,11455.708
Bahrain,048,Asia,Western Asia,1991,24.2046679551452,12335.788
Bahrain,048,Asia,Western Asia,1990,25.5388068007678,12665.818
Bangladesh,050,Asia,Southern Asia,2011,0.373339090754091,57069.521
Bangladesh,050,Asia,Southern Asia,2010,0.37156390079171,56152.771
Bangladesh,050,Asia,Southern Asia,2009,0.353103928948631,52790.132
Bangladesh,050,Asia,Southern Asia,2008,0.335078178398188,49581.507
Bangladesh,050,Asia,Southern Asia,2007,0.320136562614626,46886.262
Bangladesh,050,Asia,Southern Asia,2006,0.332278182488306,48136.709
Bangladesh,050,Asia,Southern Asia,2005,0.262365597332536,37553.747
Bangladesh,050,Asia,Southern Asia,2004,0.28144773001968,39750.28
Bangladesh,050,Asia,Southern Asia,2003,0.243437439168624,33883.08
Bangladesh,050,Asia,Southern Asia,2002,0.246025687625601,33707.064
Bangladesh,050,Asia,Southern Asia,2001,0.240902076214146,32456.617
Bangladesh,050,Asia,Southern Asia,2000,0.2105190561662,27869.2
Bangladesh,050,Asia,Southern Asia,1999,0.194174893387984,25236.294
Bangladesh,050,Asia,Southern Asia,1998,0.188644998745044,24048.186
Bangladesh,050,Asia,Southern Asia,1997,0.200599318189722,25063.945
Bangladesh,050,Asia,Southern Asia,1996,0.196320874971373,24029.851
Bangladesh,050,Asia,Southern Asia,1995,0.190340810807012,22816.074
Bangladesh,050,Asia,Southern Asia,1994,0.161621139162807,18969.391
Bangladesh,050,Asia,Southern Asia,1993,0.15150236067276,17407.249
Bangladesh,050,Asia,Southern Asia,1992,0.157859354195011,17748.28
Bangladesh,050,Asia,Southern Asia,1991,0.144999394640031,15940.449
Bangladesh,050,Asia,Southern Asia,1990,0.144650458453804,15533.412
Barbados,052,Americas,Caribbean,2011,5.55637606279542,1565.809
Barbados,052,Americas,Caribbean,2010,5.41426411218419,1518.138
Barbados,052,Americas,Caribbean,2009,5.82238733217207,1624.481
Barbados,052,Americas,Caribbean,2008,5.86436819697876,1628.148
Barbados,052,Americas,Caribbean,2007,5.17643524433811,1430.13
Barbados,052,Americas,Caribbean,2006,4.98851678469972,1371.458
Barbados,052,Americas,Caribbean,2005,4.94620350333372,1353.123
Barbados,052,Americas,Caribbean,2004,4.75542697599236,1294.451
Barbados,052,Americas,Caribbean,2003,4.68454903929938,1268.782
Barbados,052,Americas,Caribbean,2002,4.55783158457132,1228.445
Barbados,052,Americas,Caribbean,2001,4.55135745594418,1221.111
Barbados,052,Americas,Caribbean,2000,4.44667839365246,1188.108
Barbados,052,Americas,Caribbean,1999,4.5455262564796,1210.11
Barbados,052,Americas,Caribbean,1998,4.29753551644873,1140.437
Barbados,052,Americas,Caribbean,1997,3.40915171991565,902.082
Barbados,052,Americas,Caribbean,1996,3.22393172757727,850.744
Barbados,052,Americas,Caribbean,1995,3.14913457336652,828.742
Barbados,052,Americas,Caribbean,1994,2.85042352376344,748.068
Barbados,052,Americas,Caribbean,1993,4.25948936625477,1114.768
Barbados,052,Americas,Caribbean,1992,3.75183071929737,979.089
Barbados,052,Americas,Caribbean,1991,4.63704429710772,1206.443
Barbados,052,Americas,Caribbean,1990,4.14300752691489,1074.431
Belarus,112,Europe,Eastern Europe,2011,6.69849755422817,63303.421
Belarus,112,Europe,Eastern Europe,2010,6.55581046183412,62221.656
Belarus,112,Europe,Eastern Europe,2009,6.32943258744555,60292.814
Belarus,112,Europe,Eastern Europe,2008,6.57356824404359,62815.71
Belarus,112,Europe,Eastern Europe,2007,6.28894091494453,60281.813
Belarus,112,Europe,Eastern Europe,2006,6.42692097041285,61829.287
Belarus,112,Europe,Eastern Europe,2005,6.11134162894008,59064.369
Belarus,112,Europe,Eastern Europe,2004,5.97095295664368,58037.609
Belarus,112,Europe,Eastern Europe,2003,5.49069302259551,53721.55
Belarus,112,Europe,Eastern Europe,2002,5.31727814018784,52390.429
Belarus,112,Europe,Eastern Europe,2001,5.30190158982106,52595.781
Belarus,112,Europe,Eastern Europe,2000,5.35678417786576,53468.527
Belarus,112,Europe,Eastern Europe,1999,5.5625635851327,55819.074
Belarus,112,Europe,Eastern Europe,1998,5.71360695391186,57597.569
Belarus,112,Europe,Eastern Europe,1997,5.8810086125703,59519.077
Belarus,112,Europe,Eastern Europe,1996,5.92315939591137,60157.135
Belarus,112,Europe,Eastern Europe,1995,6.09662604309027,62118.98
Belarus,112,Europe,Eastern Europe,1994,6.44974703699021,65914.325
Belarus,112,Europe,Eastern Europe,1993,7.26611232921472,74451.101
Belarus,112,Europe,Eastern Europe,1992,8.52275291997852,87487.286
Belgium,056,Europe,Western Europe,2011,8.88245259767021,97765.887
Belgium,056,Europe,Western Europe,2010,9.97078680316248,109093.25
Belgium,056,Europe,Western Europe,2009,9.57628115080211,104021.789
Belgium,056,Europe,Western Europe,2008,9.64323496747109,103882.443
Belgium,056,Europe,Western Europe,2007,9.6660880658262,103215.049
Belgium,056,Europe,Western Europe,2006,10.0848525524496,106775.706
Belgium,056,Europe,Western Europe,2005,10.3061178635869,108297.511
Belgium,056,Europe,Western Europe,2004,10.6224173274206,110908.415
Belgium,056,Europe,Western Europe,2003,11.0317701004521,114564.414
Belgium,056,Europe,Western Europe,2002,10.35871197602,107098.402
Belgium,056,Europe,Western Europe,2001,11.097714298196,114315.058
Belgium,056,Europe,Western Europe,2000,11.1891499925013,114894.444
Belgium,056,Europe,Western Europe,1999,11.2360948050608,115085.128
Belgium,056,Europe,Western Europe,1998,11.5793437593418,118374.427
Belgium,056,Europe,Western Europe,1997,11.3014067256713,115341.818
Belgium,056,Europe,Western Europe,1996,11.589453749163,118059.065
Belgium,056,Europe,Western Europe,1995,11.0537782547658,112327.544
Belgium,056,Europe,Western Europe,1994,11.0897348934961,112334.878
Belgium,056,Europe,Western Europe,1993,10.6679648658756,107652.119
Belgium,056,Europe,Western Europe,1992,11.1411776447245,111968.178
Belgium,056,Europe,Western Europe,1991,11.083702316425,110959.753
Belgium,056,Europe,Western Europe,1990,10.6280896602918,106049.64
Belize,084,Americas,Central America,2011,1.73912356140129,550.05
Belize,084,Americas,Central America,2010,1.79431617492182,553.717
Belize,084,Americas,Central America,2009,1.55930581763096,469.376
Belize,084,Americas,Central America,2008,1.53653626032213,451.041
Belize,084,Americas,Central America,2007,1.60161218186138,458.375
Belize,084,Americas,Central America,2006,1.55100094987186,432.706
Belize,084,Americas,Central America,2005,1.52387099146808,414.371
Belize,084,Americas,Central America,2004,1.49424992453969,396.036
Belize,084,Americas,Central America,2003,1.4903849875748,385.035
Belize,084,Americas,Central America,2002,1.45651120484895,366.7
Belize,084,Americas,Central America,2001,2.9013205654206,711.398
Belize,084,Americas,Central America,2000,2.88950734745543,689.396
Belize,084,Americas,Central America,1999,2.5937548520659,601.388
Belize,084,Americas,Central America,1998,1.64546856048658,370.367
Belize,084,Americas,Central America,1997,1.77908679811794,388.702
Belize,084,Americas,Central America,1996,1.4503967039435,308.028
Belize,084,Americas,Central America,1995,1.82497753210734,377.701
Belize,084,Americas,Central America,1994,1.84846897424239,374.034
Belize,084,Americas,Central America,1993,1.90354298961798,377.701
